ReleasableAccidents_Year,Death (1 = Yes),Injury (1 = Yes),NumberDeaths,NumberInjured,NumberVesselsInvolved,TotalDamage,Date,Time,State,WaterConditions,Wind,Day (1 = yes),Visibility,DayofWeek,AccidentCause,AccidentEvent,OperatorGender,OperatorAge,OperatorUsingAlcohol,VesselType,Length,Operation,Activity,Yearbuilt,NumberPeopleOnboard,DeceasedAge,DeceasedGender,CauseofDeath,DeceasedPFDWorn,DeceasedRole,InjuredGender,InjuredAge,InjuryType,InjuredRole
2017,0,1,0,1,2,0,7/8/2017,3:30:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,50,0,Cabin motorboat,30,Changing direction,Boating/relaxation,2006,1,,,,,,,,,
2017,0,1,0,1,2,0,7/8/2017,3:30:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,,0,Cabin motorboat,49,At anchor,Boating/relaxation,2006,1,,,,,,M,38,Cut,Occupant
2017,0,1,0,1,1,0,6/25/2017,7:20:00 PM,FL,Choppy,Light,1,Good,Sunday,Other,Person departed vessel,M,68,0,Open motorboat,18,Changing direction,Making repairs,2014,4,,,,,,M,43,Broken bone,Occupant
2017,0,1,0,1,1,300,8/6/2017,2:00:00 PM,FL,Calm,Moderate,1,Good,Sunday,Operator inattention,Person ejected from vessel,M,53,0,Personal watercraft,11,Cruising,Boating/relaxation,2014,1,,,,,,M,53,Internal organ injury,Operator
2017,0,1,0,1,1,5000,8/7/2017,3:50:00 PM,FL,Calm,Light,1,Good,Monday,Operator inattention,Collision with fixed object,M,56,0,Open motorboat,18,Changing direction,Fishing,2006,6,,,,,,M,54,Broken bone,Occupant
2017,0,1,0,2,1,3500,8/5/2017,7:15:00 PM,FL,Calm,Light,1,Good,Saturday,Alcohol use,Collision with fixed object,M,56,0,Open motorboat,26,Cruising,Boating/relaxation,2015,2,,,,,,M,56,Cut,Operator
2017,0,1,0,2,1,3500,8/5/2017,7:15:00 PM,FL,Calm,Light,1,Good,Saturday,Alcohol use,Collision with fixed object,M,56,0,Open motorboat,26,Cruising,Boating/relaxation,2015,2,,,,,,F,44,Cut,Occupant
2017,0,1,0,1,1,500,7/31/2017,11:11:00 AM,FL,Choppy,Light,1,Good,Monday,Overloading,Flooding/swamping,M,59,0,Open motorboat,17,Cruising,Boating/relaxation,1999,8,,,,,,F,17,Sprain/strain,Occupant
2017,0,0,0,0,1,2000,8/8/2017,3:23:00 PM,FL,Calm,Light,1,Good,Tuesday,Hull failure,Capsizing,M,71,0,Open motorboat,18,Changing speed,Boating/relaxation,1998,2,,,,,,,,,
2017,0,1,0,1,1,2000,4/28/2017,7:48:00 PM,FL,Choppy,Strong,1,Good,Friday,Ignition of fuel or vapor,Fire/explosion (fuel),M,23,0,Personal watercraft,10,Drifting,Starting engine,1999,1,,,,,,M,23,Burn,Operator
2017,1,0,1,0,1,400,4/28/2017,4:15:00 PM,FL,Calm,Moderate,1,Good,Friday,Sharp turn,Person ejected from vessel,M,21,0,Open motorboat,15,Changing speed,Boating/relaxation,2001,2,20,M,Trauma,N,Occupant,,,,
2017,0,1,0,1,2,200,7/11/2017,12:30:00 PM,FL,Choppy,Moderate,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,29,0,Personal watercraft,11,Cruising,Boating/relaxation,2017,1,,,,,,,,,
2017,0,1,0,1,2,200,7/11/2017,12:30:00 PM,FL,Choppy,Moderate,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,51,0,Personal watercraft,11,Cruising,Boating/relaxation,2017,1,,,,,,M,51,Broken bone,Operator
2017,0,1,0,1,1,0,7/30/2017,3:00:00 PM,FL,Calm,Moderate,1,Good,Sunday,Operator inattention,Falls overboard,M,23,0,Open motorboat,24,Cruising,Boating/relaxation,2005,8,,,,,,M,23,Cut,Operator
2017,0,1,0,4,1,55000,5/13/2017,5:50:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Operator inattention,Collision with fixed object,F,38,0,Open motorboat,26,Cruising,Boating/relaxation,1997,9,,,,,,F,46,Internal organ injury,Occupant
2017,0,1,0,4,1,55000,5/13/2017,5:50:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Operator inattention,Collision with fixed object,F,38,0,Open motorboat,26,Cruising,Boating/relaxation,1997,9,,,,,,F,39,Broken bone,Occupant
2017,0,1,0,4,1,55000,5/13/2017,5:50:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Operator inattention,Collision with fixed object,F,38,0,Open motorboat,26,Cruising,Boating/relaxation,1997,9,,,,,,M,13,Unknown,Occupant
2017,0,1,0,4,1,55000,5/13/2017,5:50:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Operator inattention,Collision with fixed object,F,38,0,Open motorboat,26,Cruising,Boating/relaxation,1997,9,,,,,,F,16,Unknown,Occupant
2017,0,1,0,4,1,200,5/21/2017,9:30:00 AM,FL,Calm,Light,1,Good,Sunday,Failure to vent,Fire/explosion (fuel),M,30,0,Cabin motorboat,23,Cruising,Boating/relaxation,1988,6,,,,,,F,17,Burn,Occupant
2017,0,1,0,4,1,200,5/21/2017,9:30:00 AM,FL,Calm,Light,1,Good,Sunday,Failure to vent,Fire/explosion (fuel),M,30,0,Cabin motorboat,23,Cruising,Boating/relaxation,1988,6,,,,,,M,9,Burn,Occupant
2017,0,1,0,4,1,200,5/21/2017,9:30:00 AM,FL,Calm,Light,1,Good,Sunday,Failure to vent,Fire/explosion (fuel),M,30,0,Cabin motorboat,23,Cruising,Boating/relaxation,1988,6,,,,,,M,8,Burn,Occupant
2017,0,1,0,4,1,200,5/21/2017,9:30:00 AM,FL,Calm,Light,1,Good,Sunday,Failure to vent,Fire/explosion (fuel),M,30,0,Cabin motorboat,23,Cruising,Boating/relaxation,1988,6,,,,,,F,6,Burn,Occupant
2017,0,0,0,0,1,2000,7/31/2017,10:20:00 AM,FL,Choppy,Moderate,1,Good,Monday,Operator inattention,Flooding/swamping,M,47,0,Open motorboat,16,Changing speed,Fishing,1986,3,,,,,,,,,
2017,0,1,0,1,1,0,7/26/2017,1:20:00 PM,FL,Calm,Light,1,Good,Wednesday,Other,Other,M,47,0,Cabin motorboat,36,Changing direction,Boating/relaxation,2004,6,,,,,,F,16,Amputation,Occupant
2017,0,0,0,0,1,5000,6/30/2017,6:04:00 PM,FL,Calm,Moderate,1,Good,Friday,Excessive speed,Collision with fixed object,M,33,0,Open motorboat,24,Cruising,Boating/relaxation,2016,1,,,,,,,,,
2017,1,0,1,0,1,0,5/30/2017,6:00:00 PM,FL,Calm,Light,1,Good,Tuesday,Sharp turn,Person ejected from vessel,M,20,0,Personal watercraft,8,Changing direction,Boating/relaxation,1993,2,11,M,Drowning,N,Occupant,,,,
2017,0,0,0,0,1,150000,6/30/2017,6:00:00 PM,FL,Choppy,Moderate,1,Good,Friday,Machinery failure,Fire/explosion (non-fuel),M,31,0,Cabin motorboat,41,Cruising,Fishing,1986,2,,,,,,,,,
2017,0,1,0,1,1,27500,7/22/2017,12:40:00 PM,FL,Calm,Light,1,Good,Saturday,Improper lookout,Collision with fixed object,M,79,0,Cabin motorboat,25,Cruising,Boating/relaxation,1988,1,,,,,,M,79,Broken bone,Operator
2017,0,1,0,3,2,2000,7/9/2017,11:00:00 PM,FL,Choppy,Moderate,0,Good,Sunday,Improper lookout,Collision with recreational vessel,M,30,0,Open motorboat,14,Cruising,Fishing,1999,2,,,,,,,,,
2017,0,1,0,3,2,2000,7/9/2017,11:00:00 PM,FL,Choppy,Moderate,0,Good,Sunday,Improper lookout,Collision with recreational vessel,M,35,0,Open motorboat,17,Cruising,Fishing,1994,3,,,,,,M,35,Scrape/bruise,Operator
2017,0,1,0,3,2,2000,7/9/2017,11:00:00 PM,FL,Choppy,Moderate,0,Good,Sunday,Improper lookout,Collision with recreational vessel,M,35,0,Open motorboat,17,Cruising,Fishing,1994,3,,,,,,M,13,Concussion,Occupant
2017,0,1,0,3,2,2000,7/9/2017,11:00:00 PM,FL,Choppy,Moderate,0,Good,Sunday,Improper lookout,Collision with recreational vessel,M,35,0,Open motorboat,17,Cruising,Fishing,1994,3,,,,,,M,35,Concussion,Occupant
2017,0,0,0,0,2,7000,8/8/2017,6:30:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,18,0,Personal watercraft,11,Cruising,Boating/relaxation,2015,1,,,,,,,,,
2017,0,0,0,0,2,7000,8/8/2017,6:30:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,18,0,Personal watercraft,10,Drifting,Boating/relaxation,2015,1,,,,,,,,,
2017,0,0,0,0,1,2000,9/6/2017,6:30:00 PM,FL,Choppy,Moderate,1,Good,Wednesday,Hull failure,Flooding/swamping,M,56,0,Houseboat,34,Cruising,Boating/relaxation,1968,1,,,,,,,,,
2017,1,0,1,0,1,0,4/16/2017,7:36:00 AM,FL,Calm,Light,1,Poor,Sunday,Alcohol use,Falls overboard,M,64,0,Open motorboat,11,Cruising,Boating/relaxation,2011,1,64,M,Drowning,N,Operator,,,,
2017,0,0,0,0,1,4000,8/25/2017,8:30:00 AM,FL,Calm,Light,1,Good,Friday,Machinery failure,Collision with fixed object,M,71,0,Cabin motorboat,62,Docking/undocking,Making repairs,2003,3,,,,,,,,,
2017,0,0,0,0,1,3000,8/6/2017,3:50:00 PM,FL,Calm,Light,1,Good,Sunday,Force of wake/wave,Flooding/swamping,M,46,0,Open motorboat,13,Changing direction,Boating/relaxation,1987,2,,,,,,,,,
2017,0,1,0,2,1,2000,8/20/2017,11:00:00 PM,FL,Calm,Moderate,0,Poor,Sunday,Improper lookout,Collision with fixed object,M,22,0,Open motorboat,15,Cruising,Boating/relaxation,1994,2,,,,,,M,22,Cut,Operator
2017,0,1,0,2,1,2000,8/20/2017,11:00:00 PM,FL,Calm,Moderate,0,Poor,Sunday,Improper lookout,Collision with fixed object,M,22,0,Open motorboat,15,Cruising,Boating/relaxation,1994,2,,,,,,F,22,Cut,Occupant
2017,0,1,0,1,1,0,8/14/2017,7:30:00 AM,FL,Calm,Light,1,Good,Monday,"People on gunwale, bow, or transom",Falls overboard,M,52,0,Open motorboat,21,Drifting,Fishing,2015,5,,,,,,M,52,Amputation,Operator
2017,0,1,0,1,2,0,5/29/2017,12:47:00 PM,FL,Calm,Light,1,Good,Monday,Improper lookout,Falls overboard,M,22,0,Personal watercraft,11,Cruising,Boating/relaxation,2017,1,,,,,,M,22,Concussion,Operator
2017,0,1,0,1,2,0,5/29/2017,12:47:00 PM,FL,Calm,Light,1,Good,Monday,Improper lookout,Falls overboard,F,,0,Personal watercraft,10,Cruising,Boating/relaxation,2016,2,,,,,,,,,
2017,0,1,0,2,2,2000,2/5/2017,4:00:00 PM,FL,Calm,Light,1,Good,Sunday,Navigation rules violation,Collision with recreational vessel,M,26,0,Personal watercraft,10,Cruising,Boating/relaxation,2015,2,,,,,,M,26,Broken bone,Operator
2017,0,1,0,2,2,2000,2/5/2017,4:00:00 PM,FL,Calm,Light,1,Good,Sunday,Navigation rules violation,Collision with recreational vessel,M,26,0,Personal watercraft,10,Cruising,Boating/relaxation,2015,2,,,,,,F,25,Cut,Occupant
2017,0,1,0,2,2,2000,2/5/2017,4:00:00 PM,FL,Calm,Light,1,Good,Sunday,Navigation rules violation,Collision with recreational vessel,M,,0,Personal watercraft,10,Cruising,Boating/relaxation,2017,2,,,,,,,,,
2017,0,0,0,0,1,2000,7/22/2017,3:30:00 PM,FL,Calm,Light,1,Good,Saturday,Failure to vent,Fire/explosion (fuel),M,40,0,Open motorboat,22,Cruising,Boating/relaxation,1997,2,,,,,,,,,
2017,0,0,0,0,1,10800,8/18/2017,12:59:00 PM,FL,Calm,Light,1,Good,Friday,Failure to vent,Fire/explosion (fuel),M,25,0,Open motorboat,19,Drifting,Starting engine,2005,2,,,,,,,,,
2017,0,1,0,1,2,37500,7/26/2017,6:00:00 AM,FL,Calm,Light,0,Fair,Wednesday,Navigation rules violation,Collision with recreational vessel,M,48,0,Open motorboat,25,Changing direction,Fishing,2016,2,,,,,,,,,
2017,0,1,0,1,2,37500,7/26/2017,6:00:00 AM,FL,Calm,Light,0,Fair,Wednesday,Navigation rules violation,Collision with recreational vessel,M,62,0,Open motorboat,18,Changing direction,Fishing,2002,1,,,,,,M,62,Internal organ injury,Operator
2017,0,0,0,0,2,2300,8/12/2017,3:00:00 PM,FL,Calm,Light,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,26,0,Open motorboat,16,Changing speed,Boating/relaxation,1992,6,,,,,,,,,
2017,0,0,0,0,2,2300,8/12/2017,3:00:00 PM,FL,Calm,Light,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,31,0,Open motorboat,16,Cruising,Boating/relaxation,1998,5,,,,,,,,,
2017,0,1,0,1,1,0,8/19/2017,3:30:00 PM,FL,Calm,None,1,Good,Saturday,Operator inattention,Falls overboard,M,60,0,Pontoon,23,Changing speed,Boating/relaxation,2014,6,,,,,,M,55,Broken bone,Occupant
2017,0,0,0,0,1,15000,5/20/2017,5:00:00 PM,FL,Calm,Light,1,Good,Saturday,Operator inattention,Collision with fixed object,M,69,0,Cabin motorboat,100,Changing direction,Boating/relaxation,2000,1,,,,,,,,,
2017,0,1,0,2,2,13000,8/20/2017,4:28:00 PM,FL,Calm,Light,1,Good,Sunday,Excessive speed,Collision with fixed object,F,16,0,Personal watercraft,11,Changing speed,Boating/relaxation,2017,2,,,,,,F,16,Cut,Operator
2017,0,1,0,2,2,13000,8/20/2017,4:28:00 PM,FL,Calm,Light,1,Good,Sunday,Excessive speed,Collision with fixed object,F,16,0,Personal watercraft,11,Changing speed,Boating/relaxation,2017,2,,,,,,F,16,Broken bone,Occupant
2017,0,1,0,2,2,13000,8/20/2017,4:28:00 PM,FL,Calm,Light,1,Good,Sunday,Excessive speed,Collision with fixed object,M,,0,Open motorboat,19,Tied to dock/mooring,None; not in use,2002,0,,,,,,,,,
2017,0,1,0,2,2,1000,7/22/2017,5:50:00 PM,FL,Calm,Light,1,Good,Saturday,Alcohol use,Collision with recreational vessel,M,21,0,Personal watercraft,11,Changing speed,Boating/relaxation,2013,1,,,,,,,,,
2017,0,1,0,2,2,1000,7/22/2017,5:50:00 PM,FL,Calm,Light,1,Good,Saturday,Alcohol use,Collision with recreational vessel,M,26,0,Personal watercraft,10,Drifting,Boating/relaxation,2016,3,,,,,,F,20,Cut,Occupant
2017,0,1,0,2,2,1000,7/22/2017,5:50:00 PM,FL,Calm,Light,1,Good,Saturday,Alcohol use,Collision with recreational vessel,M,26,0,Personal watercraft,10,Drifting,Boating/relaxation,2016,3,,,,,,F,38,Scrape/bruise,Occupant
2017,0,0,0,0,1,5000,8/25/2017,9:30:00 AM,FL,Calm,Light,1,Good,Friday,Improper lookout,Grounding,M,54,0,Open motorboat,20,Cruising,Fishing,2017,2,,,,,,,,,
2017,0,1,0,1,1,500,8/14/2017,1:15:00 PM,FL,Choppy,Moderate,1,Good,Monday,Operator inexperience,Fall in vessel,M,44,0,Personal watercraft,10,Cruising,Boating/relaxation,2015,1,,,,,,M,44,Broken bone,Operator
2017,0,0,0,0,1,20000,9/6/2017,3:30:00 PM,FL,Choppy,Light,1,Good,Wednesday,Excessive speed,Capsizing,M,24,0,Open motorboat,20,Cruising,Fishing,2008,1,,,,,,,,,
2017,0,1,0,2,2,1500,4/8/2017,6:30:00 PM,FL,Choppy,Light,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,38,0,Personal watercraft,11,Cruising,Boating/relaxation,2012,2,,,,,,M,12,Broken bone,Occupant
2017,0,1,0,2,2,1500,4/8/2017,6:30:00 PM,FL,Choppy,Light,1,Good,Saturday,Operator inattention,Collision with recreational vessel,M,31,0,Personal watercraft,11,Changing direction,Boating/relaxation,2013,1,,,,,,M,31,Broken bone,Operator
2017,1,0,1,0,1,0,3/26/2017,7:30:00 PM,FL,Calm,Light,1,Good,Sunday,Unknown,Falls overboard,M,63,0,Open motorboat,17,Trolling,Fishing,2005,3,51,M,Drowning,N,Occupant,,,,
2017,0,1,0,1,1,0,8/12/2017,11:50:00 AM,FL,Calm,Moderate,1,Good,Saturday,Other,Grounding,M,,0,Personal watercraft,,Changing speed,Towed watersports,2017,4,,,,,,M,5,Scrape/bruise,Occupant
2017,0,0,0,0,1,20000,8/27/2017,2:15:00 PM,FL,Calm,Moderate,1,Good,Sunday,Machinery failure,Fire/explosion (non-fuel),M,27,0,Cabin motorboat,35,Cruising,Boating/relaxation,1998,3,,,,,,,,,
2017,1,0,1,0,1,0,8/31/2017,6:40:00 PM,FL,Calm,Light,1,Good,Thursday,Unknown,Falls overboard,M,58,0,Open motorboat,20,Cruising,Fishing,1988,2,58,M,Drowning,,Operator,,,,
2017,0,0,0,0,1,32000,8/13/2017,9:00:00 AM,FL,Choppy,Light,1,Good,Sunday,Improper anchoring,Flooding/swamping,M,45,0,Open motorboat,19,At anchor,Swimming/snorkeling,2017,2,,,,,,,,,
2017,0,0,0,0,1,2500,9/3/2017,8:09:00 AM,FL,Calm,None,1,Good,Sunday,Failure to vent,Fire/explosion (fuel),M,59,0,Open motorboat,20,Launching/loading,Starting engine,1985,1,,,,,,,,,
2017,1,1,1,1,1,1000,5/9/2017,10:30:00 AM,FL,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with submerged object,M,78,0,Open motorboat,20,Cruising,Fishing,1994,2,81,F,Trauma,Y,Occupant,M,78,Broken bone,Operator
2017,0,1,0,1,1,250,9/1/2017,3:30:00 PM,FL,Calm,Light,1,Good,Friday,Operator inexperience,Grounding,F,31,0,Personal watercraft,11,Changing direction,Boating/relaxation,2016,1,,,,,,F,31,Cut,Operator
2017,0,1,0,1,1,0,9/2/2017,10:00:00 AM,FL,Rough,Moderate,1,Good,Saturday,"People on gunwale, bow, or transom",Fall in vessel,M,59,0,Open motorboat,19,Cruising,Fishing,2014,2,,,,,,M,41,Spinal cord injury,Occupant
2017,0,1,0,1,2,1500,8/24/2017,1:15:00 PM,FL,Calm,Moderate,1,Good,Thursday,Improper lookout,Collision with recreational vessel,M,25,0,Personal watercraft,10,Cruising,Boating/relaxation,2012,1,,,,,,,,,
2017,0,1,0,1,2,1500,8/24/2017,1:15:00 PM,FL,Calm,Moderate,1,Good,Thursday,Improper lookout,Collision with recreational vessel,F,23,0,Personal watercraft,10,Cruising,Boating/relaxation,2012,1,,,,,,F,23,Broken bone,Operator
2017,0,1,0,1,2,1000,8/22/2017,5:00:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,,0,Unknown,,Changing speed,Boating/relaxation,2017,1,,,,,,,,,
2017,0,1,0,1,2,1000,8/22/2017,5:00:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,,0,Cabin motorboat,21,At anchor,Boating/relaxation,2006,,,,,,,M,57,Amputation,Bystander
2017,0,0,0,0,3,4000,8/29/2017,2:00:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,77,0,Auxiliary sail,33,Changing speed,Boating/relaxation,1977,1,,,,,,,,,
2017,0,0,0,0,3,4000,8/29/2017,2:00:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,,0,Auxiliary sail,41,Tied to dock/mooring,None; not in use,1980,,,,,,,,,,
2017,0,0,0,0,3,4000,8/29/2017,2:00:00 PM,FL,Calm,Light,1,Good,Tuesday,Operator inattention,Collision with recreational vessel,M,,0,Cabin motorboat,37,Tied to dock/mooring,None; not in use,1987,,,,,,,,,,
2017,0,1,0,1,1,0,7/9/2017,6:07:00 PM,FL,Calm,Light,1,Good,Sunday,Alcohol use,Falls overboard,M,45,0,Open motorboat,23,Cruising,Boating/relaxation,2008,3,,,,,,M,45,Cut,Operator
2017,0,0,0,0,1,4000,9/3/2017,7:15:00 PM,FL,Calm,Light,1,Good,Sunday,Operator inattention,Collision with fixed object,M,51,0,Airboat,12,Changing direction,Boating/relaxation,2016,2,,,,,,,,,
2017,0,0,0,0,2,4500,8/30/2017,4:00:00 PM,FL,Calm,Light,1,Good,Wednesday,Improper lookout,Collision with recreational vessel,M,19,0,Personal watercraft,10,Cruising,Boating/relaxation,2013,2,,,,,,,,,
2017,0,0,0,0,2,4500,8/30/2017,4:00:00 PM,FL,Calm,Light,1,Good,Wednesday,Improper lookout,Collision with recreational vessel,M,39,0,Open motorboat,29,Cruising,Boating/relaxation,2004,2,,,,,,,,,
2017,0,1,0,1,1,0,7/4/2017,10:00:00 PM,FL,Calm,Light,0,Fair,Tuesday,Alcohol use,Fall in vessel,M,39,0,Cabin motorboat,32,Cruising,Boating/relaxation,2000,9,,,,,,F,44,Concussion,Occupant
2017,0,1,0,4,1,5000,8/15/2017,7:25:00 PM,FL,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with fixed object,M,29,0,Open motorboat,21,Cruising,Boating/relaxation,2004,4,,,,,,M,29,Scrape/bruise,Operator
2017,0,1,0,4,1,5000,8/15/2017,7:25:00 PM,FL,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with fixed object,M,29,0,Open motorboat,21,Cruising,Boating/relaxation,2004,4,,,,,,M,37,Scrape/bruise,Occupant
2017,0,1,0,4,1,5000,8/15/2017,7:25:00 PM,FL,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with fixed object,M,29,0,Open motorboat,21,Cruising,Boating/relaxation,2004,4,,,,,,M,31,Scrape/bruise,Occupant
2017,0,1,0,4,1,5000,8/15/2017,7:25:00 PM,FL,Calm,Light,1,Good,Tuesday,Excessive speed,Collision with fixed object,M,29,0,Open motorboat,21,Cruising,Boating/relaxation,2004,4,,,,,,M,31,Scrape/bruise,Occupant
2017,0,1,0,1,1,0,8/3/2017,11:48:00 AM,FL,Calm,Light,1,Good,Thursday,Unknown,Fall in vessel,M,54,0,Personal watercraft,10,Cruising,Boating/relaxation,2004,1,,,,,,M,54,Concussion,Operator
2017,0,1,0,1,2,0,8/26/2017,2:30:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Navigation rules violation,Person ejected from vessel,M,34,0,Personal watercraft,9,Changing speed,Boating/relaxation,2005,1,,,,,,,,,
2017,0,1,0,1,2,0,8/26/2017,2:30:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Navigation rules violation,Person ejected from vessel,M,50,0,Personal watercraft,9,Cruising,Boating/relaxation,2005,1,,,,,,M,50,Concussion,Operator
2017,0,1,0,1,2,1000,8/7/2017,5:00:00 PM,FL,Calm,Light,1,Good,Monday,Improper lookout,Collision with recreational vessel,M,22,0,Personal watercraft,10,Changing direction,Boating/relaxation,2015,1,,,,,,M,22,Scrape/bruise,Operator
2017,0,1,0,1,2,1000,8/7/2017,5:00:00 PM,FL,Calm,Light,1,Good,Monday,Improper lookout,Collision with recreational vessel,M,23,0,Personal watercraft,10,Changing direction,Boating/relaxation,2015,1,,,,,,,,,
2017,0,1,0,2,2,100000,7/12/2017,4:45:00 PM,FL,Choppy,Moderate,1,Good,Wednesday,Improper lookout,Collision with recreational vessel,M,55,0,Open motorboat,23,Cruising,Boating/relaxation,2015,2,,,,,,M,55,Broken bone,Operator
2017,0,1,0,2,2,100000,7/12/2017,4:45:00 PM,FL,Choppy,Moderate,1,Good,Wednesday,Improper lookout,Collision with recreational vessel,M,55,0,Open motorboat,23,Cruising,Boating/relaxation,2015,2,,,,,,M,13,Sprain/strain,Occupant
2017,0,1,0,2,2,100000,7/12/2017,4:45:00 PM,FL,Choppy,Moderate,1,Good,Wednesday,Improper lookout,Collision with recreational vessel,M,54,0,Open motorboat,24,Cruising,Boating/relaxation,2016,1,,,,,,,,,
2017,0,1,0,1,2,0,7/2/2017,4:00:00 PM,FL,Calm,Moderate,1,Good,Sunday,Improper lookout,Person struck by vessel,M,30,0,Open motorboat,18,Cruising,Boating/relaxation,2016,9,,,,,,,,,
2017,0,1,0,1,2,0,7/2/2017,4:00:00 PM,FL,Calm,Moderate,1,Good,Sunday,Improper lookout,Person struck by vessel,M,35,0,Open motorboat,25,At anchor,Swimming/snorkeling,2002,8,,,,,,M,31,Broken bone,Swimmer
2017,0,1,0,1,1,5000,9/4/2017,2:30:00 PM,FL,Calm,Light,1,Good,Monday,Operator inattention,Collision with fixed object,M,56,0,Open motorboat,22,Cruising,Boating/relaxation,2017,1,,,,,,M,56,Scrape/bruise,Operator
2017,0,1,0,1,1,2000,9/3/2017,12:40:00 PM,FL,Calm,Moderate,1,Good,Sunday,Navigation rules violation,Collision with fixed object,F,25,0,Personal watercraft,11,Changing direction,Boating/relaxation,2016,1,,,,,,F,25,Concussion,Operator
2017,0,0,0,0,2,3000,9/3/2017,3:10:00 PM,FL,Choppy,Light,1,Good,Sunday,Improper lookout,Collision with recreational vessel,M,47,0,Open motorboat,21,Cruising,Boating/relaxation,2000,8,,,,,,,,,
2017,0,0,0,0,2,3000,9/3/2017,3:10:00 PM,FL,Choppy,Light,1,Good,Sunday,Improper lookout,Collision with recreational vessel,M,,0,Open motorboat,25,At anchor,Swimming/snorkeling,2008,1,,,,,,,,,
2017,0,0,0,0,1,30000,9/9/2017,10:15:00 AM,FL,Rough,Strong,1,Good,Saturday,Weather,Flooding/swamping,M,46,0,Pontoon,32,Cruising,Boating/relaxation,2001,2,,,,,,,,,
2017,0,0,0,0,1,2500,8/7/2017,3:30:00 PM,FL,Calm,Light,1,Good,Monday,Alcohol use,Flooding/swamping,M,36,0,Open motorboat,16,Changing direction,Boating/relaxation,1985,3,,,,,,,,,
2017,0,0,0,0,2,5000,8/27/2017,3:54:00 PM,FL,Rough,Strong,1,Fair,Sunday,Machinery failure,Flooding/swamping,M,26,0,Open motorboat,16,Towing,Towing,1994,4,,,,,,,,,
2017,0,0,0,0,2,5000,8/27/2017,3:54:00 PM,FL,Rough,Strong,1,Fair,Sunday,Machinery failure,Flooding/swamping,M,50,0,Open motorboat,16,Being towed,Towing,1986,1,,,,,,,,,
2017,0,0,0,0,2,11650,9/2/2017,6:00:00 PM,FL,Calm,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,M,40,0,Open motorboat,22,Changing speed,Towed watersports,2007,2,,,,,,,,,
2017,0,0,0,0,2,11650,9/2/2017,6:00:00 PM,FL,Calm,Light,1,Good,Saturday,Improper lookout,Collision with recreational vessel,M,57,0,Open motorboat,19,Drifting,Fishing,2012,2,,,,,,,,,
2017,0,0,0,0,1,300000,8/13/2017,10:30:00 AM,FL,Calm,None,1,Good,Sunday,Other,Collision with fixed object,M,50,0,Open motorboat,34,Cruising,Boating/relaxation,2014,5,,,,,,,,,
2017,1,0,1,0,1,0,8/29/2017,10:56:00 AM,FL,Calm,Light,1,Good,Tuesday,Unknown,Falls overboard,M,65,0,Open motorboat,13,Cruising,Fishing,1970,1,65,M,Drowning,N,Operator,,,,
2017,0,0,0,0,2,2500,9/23/2017,6:30:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,21,0,Personal watercraft,11,Cruising,Boating/relaxation,2015,1,,,,,,,,,
2017,0,0,0,0,2,2500,9/23/2017,6:30:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Navigation rules violation,Collision with recreational vessel,M,,0,Personal watercraft,10,Cruising,Boating/relaxation,2017,1,,,,,,,,,
2017,0,1,0,2,1,0,7/8/2017,2:20:00 PM,FL,Calm,Moderate,1,Good,Saturday,Excessive speed,Skier mishap,M,23,0,Personal watercraft,10,Changing direction,Towed watersports,2007,1,,,,,,M,4,Concussion,Tuber
